PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
3620_01,Earth,True,A/13/P,TRAPPIST-1e,31.3,False,0,0,0,0,0,Lara Xel'Naga,True
3620_02,Mars,True,D/80/P,TRAPPIST-1e,32.8,False,0,0,0,0,0,Remy Vivaldi,True
3621_01,Europa,False,A/154/S,PSO J318.5-22,30.0,False,136,1384,281,1225,1018,Jordan Benson,True
3621_02,Earth,True,E/42/S,PSO J318.5-22,36.0,False,0,0,0,0,0,Hiro Tanaka,False
3622_01,Europa,True,A/108/S,55 Cancri e,33.7,False,0,0,0,0,0,Lara Xel'Naga,True
3622_02,Europa,False,A/187/P,55 Cancri e,34.2,False,567,1137,1091,29,663,Ethan Zhao,False
3623_01,Earth,True,A/11/P,TRAPPIST-1e,20.5,False,0,0,0,0,0,Kai Vega,True
3623_02,Earth,False,B/166/P,TRAPPIST-1e,36.1,False,1053,955,659,1433,1072,Leo Stark,False
3624_01,Mars,False,F/89/P,TRAPPIST-1e,39.3,False,180,121,123,1476,265,Hiro Tanaka,False
3624_02,Mars,False,B/35/S,PSO J318.5-22,20.5,False,27,1282,76,431,878,Priya Kaur,True
3625_01,Europa,False,F/154/P,TRAPPIST-1e,46.3,False,1137,1085,51,115,46,Remy Vivaldi,True
3625_02,Earth,False,E/6/S,PSO J318.5-22,38.6,False,437,1435,100,1302,106,Hiro Tanaka,False
3626_01,Europa,False,D/122/S,TRAPPIST-1e,39.7,False,886,799,1025,1295,1167,Hiro Tanaka,False
3626_02,Europa,False,E/146/P,TRAPPIST-1e,35.8,False,434,1474,603,565,915,Jordan Benson,True
3627_01,Europa,False,C/176/P,TRAPPIST-1e,33.3,False,247,1431,1076,313,1397,Hiro Tanaka,False
3627_02,Earth,False,D/9/S,PSO J318.5-22,27.5,False,36,723,979,83,899,Priya Kaur,False
3628_01,Earth,False,B/42/P,PSO J318.5-22,21.7,False,586,1151,151,1061,1450,Aria Lin,True
3628_02,Europa,False,C/117/S,55 Cancri e,19.3,False,1128,164,937,211,525,Nova Stark,False
3629_01,Mars,False,G/189/S,TRAPPIST-1e,33.6,False,1012,521,373,1039,607,Jordan Benson,False
3629_02,Earth,True,C/119/P,PSO J318.5-22,23.2,False,0,0,0,0,0,Jordan Benson,True
3630_01,Mars,False,D/17/P,TRAPPIST-1e,31.6,False,128,800,454,875,570,Jordan Benson,True
3630_02,Mars,True,D/73/S,TRAPPIST-1e,18.1,False,0,0,0,0,0,Lara Xel'Naga,True
3631_01,Europa,False,C/94/P,TRAPPIST-1e,30.1,False,822,5,944,83,1273,Jordan Benson,False
3631_02,Mars,True,A/106/S,55 Cancri e,5.6,False,0,0,0,0,0,Aria Lin,True
3632_01,Europa,False,D/144/P,TRAPPIST-1e,23.7,False,272,529,318,1105,1098,Hiro Tanaka,False
3632_02,Earth,False,D/42/P,PSO J318.5-22,32.4,False,428,1483,846,1369,248,Remy Vivaldi,False
3633_01,Europa,True,F/164/P,55 Cancri e,31.3,False,0,0,0,0,0,Priya Kaur,False
3633_02,Mars,False,E/185/P,PSO J318.5-22,35.2,False,362,1319,67,437,1015,Ilya Komarov,True
3634_01,Mars,False,F/83/S,TRAPPIST-1e,25.4,False,1318,295,646,32,1397,Leo Stark,False
3634_02,Mars,True,A/68/S,TRAPPIST-1e,31.6,False,0,0,0,0,0,Priya Kaur,True
3635_01,Europa,False,D/42/P,55 Cancri e,20.2,False,304,792,1131,95,1089,Ethan Zhao,False
3635_02,Earth,False,F/46/S,TRAPPIST-1e,2.5,False,520,229,732,357,401,Jordan Benson,False
3636_01,Earth,True,C/105/S,TRAPPIST-1e,25.4,False,0,0,0,0,0,Kai Vega,True
3636_02,Mars,False,F/9/P,TRAPPIST-1e,29.0,False,594,832,396,1059,494,Ethan Zhao,True
3637_01,Mars,True,C/73/S,TRAPPIST-1e,11.2,False,0,0,0,0,0,Aria Lin,True
3637_02,Earth,False,F/134/S,55 Cancri e,33.2,False,1459,1029,663,243,240,Jordan Benson,True
3638_01,Earth,False,E/63/P,55 Cancri e,21.0,False,74,282,86,880,929,Hiro Tanaka,False
3638_02,Earth,False,F/39/P,TRAPPIST-1e,5.1,False,1172,1173,159,445,81,Lara Xel'Naga,False
3639_01,Earth,False,G/128/S,55 Cancri e,35.2,False,477,182,1337,173,13,Hiro Tanaka,False
3639_02,Europa,False,E/52/P,55 Cancri e,43.1,False,1323,72,513,601,342,Ethan Zhao,False
3640_01,Earth,True,A/171/P,55 Cancri e,52.7,False,0,0,0,0,0,Aria Lin,True
3640_02,Earth,False,G/76/S,TRAPPIST-1e,45.5,False,162,115,1426,1102,1470,Hiro Tanaka,False
3641_01,Earth,False,B/24/P,TRAPPIST-1e,13.2,False,790,542,413,681,641,Remy Vivaldi,True
3641_02,Earth,False,C/176/P,55 Cancri e,26.6,False,1432,668,21,1426,968,Leo Stark,False
3642_01,Earth,False,D/122/S,55 Cancri e,35.8,False,901,723,1488,1187,1159,Mila Benson,True
3642_02,Earth,True,B/47/P,TRAPPIST-1e,22.0,False,0,0,0,0,0,Kai Vega,False
3643_01,Earth,False,G/179/S,TRAPPIST-1e,31.8,True,1265,831,790,1084,464,Nova Stark,False
3643_02,Earth,True,D/189/S,TRAPPIST-1e,28.8,False,0,0,0,0,0,Lara Xel'Naga,True
3644_01,Europa,True,C/4/S,55 Cancri e,32.4,False,0,0,0,0,0,Ethan Zhao,True
3644_02,Mars,True,E/129/S,55 Cancri e,40.2,False,0,0,0,0,0,Hiro Tanaka,True
3645_01,Europa,False,F/144/S,TRAPPIST-1e,30.1,False,659,911,1282,529,1210,Priya Kaur,True
3645_02,Earth,False,F/88/P,55 Cancri e,28.7,False,1235,1058,1170,1305,1272,Kai Vega,False
3646_01,Earth,False,F/55/S,TRAPPIST-1e,25.4,False,360,1260,233,222,326,Jordan Benson,False
3646_02,Earth,False,A/118/P,55 Cancri e,42.8,False,1121,1249,835,488,477,Ethan Zhao,True
3647_01,Earth,True,F/164/S,TRAPPIST-1e,21.7,False,0,0,0,0,0,Hiro Tanaka,True
3647_02,Earth,False,D/146/P,PSO J318.5-22,30.1,False,511,1012,381,1446,1371,Ilya Komarov,False
3648_01,Mars,False,A/68/S,55 Cancri e,31.4,False,564,731,438,754,628,Nova Stark,False
3648_02,Earth,False,G/68/P,TRAPPIST-1e,11.4,False,902,1470,1065,394,246,Ilya Komarov,False
3649_01,Europa,True,A/197/S,55 Cancri e,40.2,False,0,0,0,0,0,Kai Vega,True
3649_02,Mars,False,G/133/S,55 Cancri e,15.8,False,598,864,1472,83,772,Nova Stark,False
3650_01,Earth,False,D/157/P,TRAPPIST-1e,27.7,False,770,980,1210,1246,464,Aria Lin,True
3650_02,Europa,False,A/161/P,TRAPPIST-1e,40.6,False,418,86,258,1204,310,Kai Vega,False
3651_01,Earth,False,G/104/P,TRAPPIST-1e,17.8,True,328,195,61,1048,561,Hiro Tanaka,False
3651_02,Europa,False,G/165/P,TRAPPIST-1e,29.7,False,1401,896,1318,1075,843,Nova Stark,False
3652_01,Europa,True,E/78/P,55 Cancri e,29.6,False,0,0,0,0,0,Leo Stark,True
3652_02,Mars,True,D/87/P,PSO J318.5-22,19.6,False,0,0,0,0,0,Leo Stark,True
3653_01,Europa,False,E/88/S,TRAPPIST-1e,23.6,False,787,1,1492,1129,215,Jordan Benson,False
3653_02,Earth,False,F/181/P,TRAPPIST-1e,21.7,False,776,678,413,209,1081,Priya Kaur,False
3654_01,Mars,False,B/80/P,55 Cancri e,38.3,False,637,468,725,1412,1221,Priya Kaur,False
3654_02,Mars,False,C/105/P,TRAPPIST-1e,26.0,False,201,191,106,326,749,Remy Vivaldi,True
3655_01,Earth,True,G/21/P,TRAPPIST-1e,9.6,False,0,0,0,0,0,Priya Kaur,True
3655_02,Europa,True,C/147/P,TRAPPIST-1e,24.7,False,0,0,0,0,0,Jordan Benson,True
3656_01,Earth,True,A/166/S,TRAPPIST-1e,22.6,False,0,0,0,0,0,Ethan Zhao,True
3656_02,Earth,False,E/112/P,55 Cancri e,46.1,False,105,1317,1089,194,1211,Kai Vega,False
3657_01,Earth,False,A/48/P,TRAPPIST-1e,18.3,False,536,846,708,1269,807,Ethan Zhao,False
3657_02,Earth,False,D/192/P,55 Cancri e,37.8,False,611,1201,114,679,630,Ethan Zhao,False
3658_01,Europa,True,E/165/S,55 Cancri e,40.3,False,0,0,0,0,0,Remy Vivaldi,True
3658_02,Earth,True,C/46/S,PSO J318.5-22,7.5,False,0,0,0,0,0,Lara Xel'Naga,True
3659_01,Earth,False,G/170/S,TRAPPIST-1e,36.0,False,286,1322,860,741,293,Hiro Tanaka,False
3659_02,Earth,False,F/45/S,TRAPPIST-1e,28.2,False,808,885,1470,413,430,Remy Vivaldi,False
3660_01,Europa,False,F/113/P,55 Cancri e,21.7,False,1462,170,1340,543,1411,Ethan Zhao,True
3660_02,Earth,False,C/90/P,55 Cancri e,22.8,False,988,71,1022,531,238,Nova Stark,False
3661_01,Earth,False,E/168/P,PSO J318.5-22,41.6,False,641,1177,589,189,811,Priya Kaur,False
3661_02,Earth,False,G/153/P,TRAPPIST-1e,17.2,False,1438,1177,1014,624,1362,Kai Vega,True
3662_01,Earth,False,B/108/P,PSO J318.5-22,21.1,False,1058,783,670,721,525,Ethan Zhao,False
3662_02,Europa,False,A/176/S,55 Cancri e,24.2,False,536,846,1241,1277,995,Kai Vega,True
3663_01,Earth,True,B/126/P,TRAPPIST-1e,33.5,False,0,0,0,0,0,Mila Benson,False
3663_02,Mars,True,E/198/P,TRAPPIST-1e,37.0,False,0,0,0,0,0,Lara Xel'Naga,True
3664_01,Europa,True,F/163/P,55 Cancri e,29.5,False,0,0,0,0,0,Mila Benson,True
3664_02,Mars,False,E/36/S,55 Cancri e,20.5,False,311,1433,790,1311,1424,Nova Stark,True
3665_01,Europa,True,B/44/P,TRAPPIST-1e,45.1,False,0,0,0,0,0,Jordan Benson,True
3665_02,Earth,True,C/138/P,PSO J318.5-22,39.6,False,0,0,0,0,0,Lara Xel'Naga,True
3666_01,Earth,True,D/37/P,TRAPPIST-1e,44.6,False,0,0,0,0,0,Kai Vega,True
3666_02,Europa,False,G/15/P,55 Cancri e,39.3,False,1347,284,1112,1068,497,Aria Lin,False
3667_01,Earth,False,E/166/S,55 Cancri e,26.6,False,1190,1128,487,1333,81,Lara Xel'Naga,False
3667_02,Earth,True,B/33/P,55 Cancri e,0.0,False,0,0,0,0,0,Kai Vega,True
3668_01,Mars,True,E/146/S,TRAPPIST-1e,15.9,True,0,0,0,0,0,Ethan Zhao,True
3668_02,Mars,False,B/29/P,PSO J318.5-22,21.4,False,428,1424,170,577,67,Ethan Zhao,False
3669_01,Europa,False,A/200/S,TRAPPIST-1e,9.4,False,901,257,749,627,794,Kai Vega,True
3669_02,Earth,True,A/183/P,TRAPPIST-1e,20.4,False,0,0,0,0,0,Hiro Tanaka,False
3670_01,Europa,False,D/68/S,TRAPPIST-1e,37.8,False,6,548,370,756,1273,Aria Lin,False
3670_02,Europa,False,B/9/P,55 Cancri e,27.3,False,1138,1360,573,680,1165,Nova Stark,False
3671_01,Mars,True,D/69/P,TRAPPIST-1e,40.5,False,0,0,0,0,0,Mila Benson,True
3671_02,Earth,False,G/141/P,TRAPPIST-1e,7.2,False,462,1071,480,822,523,Ilya Komarov,False
3672_01,Mars,False,D/124/S,55 Cancri e,24.5,False,768,234,186,712,1313,Priya Kaur,False
3672_02,Mars,False,F/188/S,55 Cancri e,32.3,False,1244,496,1325,186,1473,Remy Vivaldi,True
3673_01,Earth,False,D/197/P,TRAPPIST-1e,23.0,False,1268,312,818,21,67,Ethan Zhao,False
3673_02,Europa,False,C/173/P,TRAPPIST-1e,28.7,False,391,1339,1088,728,540,Ethan Zhao,True
3674_01,Mars,False,A/157/P,55 Cancri e,46.9,False,211,199,986,177,1446,Priya Kaur,True
3674_02,Europa,False,A/119/S,TRAPPIST-1e,22.6,False,930,1485,43,1454,167,Mila Benson,False
3675_01,Europa,False,B/68/P,PSO J318.5-22,33.7,False,15,886,836,109,305,Leo Stark,True
3675_02,Mars,False,D/39/P,TRAPPIST-1e,45.9,False,979,5,842,1296,360,Ethan Zhao,False
3676_01,Earth,True,D/83/S,TRAPPIST-1e,31.7,False,0,0,0,0,0,Ilya Komarov,True
3676_02,Earth,False,C/29/P,55 Cancri e,23.8,False,1123,1113,983,1269,1262,Kai Vega,False
3677_01,Earth,False,G/156/P,PSO J318.5-22,25.9,False,1332,560,508,259,291,Jordan Benson,False
3677_02,Mars,False,E/190/P,TRAPPIST-1e,30.7,True,884,290,541,763,1086,Lara Xel'Naga,False
3678_01,Europa,False,B/57/P,TRAPPIST-1e,38.4,False,1348,380,309,1366,1498,Remy Vivaldi,False
3678_02,Mars,False,A/200/S,PSO J318.5-22,38.4,False,1079,846,424,1165,660,Aria Lin,True
3679_01,Earth,False,B/15/P,55 Cancri e,20.6,False,1388,94,507,564,1199,Mila Benson,True
3679_02,Mars,True,A/64/S,PSO J318.5-22,30.8,False,0,0,0,0,0,Lara Xel'Naga,False
3680_01,Europa,False,F/8/S,55 Cancri e,31.9,False,458,1436,900,337,962,Aria Lin,False
3680_02,Europa,False,G/158/S,PSO J318.5-22,36.8,False,1354,1236,344,575,942,Hiro Tanaka,False
3681_01,Earth,False,F/150/P,55 Cancri e,31.8,False,324,466,90,293,523,Hiro Tanaka,False
3681_02,Mars,True,G/180/S,TRAPPIST-1e,6.2,False,0,0,0,0,0,Jordan Benson,True
3682_01,Mars,True,C/110/S,55 Cancri e,40.0,False,0,0,0,0,0,Remy Vivaldi,False
3682_02,Europa,True,A/100/P,55 Cancri e,20.5,False,0,0,0,0,0,Priya Kaur,True
3683_01,Earth,False,D/179/S,TRAPPIST-1e,26.6,False,185,343,820,740,568,Kai Vega,False
3683_02,Earth,False,A/11/P,TRAPPIST-1e,25.3,False,949,508,15,524,199,Lara Xel'Naga,False
3684_01,Earth,False,D/59/P,PSO J318.5-22,43.1,False,1304,1181,1383,258,1180,Priya Kaur,False
3684_02,Mars,False,C/129/S,TRAPPIST-1e,19.4,False,424,778,1044,638,1370,Mila Benson,True
3685_01,Europa,False,G/47/S,PSO J318.5-22,23.4,False,623,1103,1475,642,391,Nova Stark,True
3685_02,Europa,False,B/125/P,TRAPPIST-1e,2.5,False,573,1382,32,1159,920,Jordan Benson,False
3686_01,Earth,True,F/99/S,TRAPPIST-1e,13.5,False,0,0,0,0,0,Leo Stark,True
3686_02,Europa,False,E/113/P,55 Cancri e,25.1,False,1022,1114,412,298,72,Jordan Benson,False
3687_01,Mars,False,D/7/S,TRAPPIST-1e,34.2,False,1335,958,731,684,1188,Kai Vega,False
3687_02,Europa,False,D/74/P,PSO J318.5-22,38.6,False,839,334,731,803,1184,Priya Kaur,True
3688_01,Europa,False,D/161/S,TRAPPIST-1e,22.3,False,1094,940,1115,902,1384,Kai Vega,False
3688_02,Mars,False,E/33/P,PSO J318.5-22,29.3,False,1344,1268,23,556,700,Remy Vivaldi,False
3689_01,Earth,False,G/153/P,55 Cancri e,17.3,False,440,881,1375,925,1242,Jordan Benson,False
3689_02,Earth,True,G/180/S,55 Cancri e,4.2,False,0,0,0,0,0,Jordan Benson,False
3690_01,Mars,False,B/188/S,TRAPPIST-1e,36.7,False,565,9,677,850,926,Kai Vega,True
3690_02,Mars,False,F/13/P,TRAPPIST-1e,36.1,False,284,152,370,300,145,Mila Benson,False
3691_01,Earth,False,B/160/P,TRAPPIST-1e,24.1,False,1427,701,140,1111,1450,Kai Vega,False
3691_02,Mars,True,F/90/S,PSO J318.5-22,22.2,False,0,0,0,0,0,Ilya Komarov,False
3692_01,Mars,False,D/182/P,TRAPPIST-1e,24.3,False,1378,20,1029,966,1244,Ilya Komarov,False
3692_02,Europa,False,G/20/S,TRAPPIST-1e,34.4,True,1110,452,341,392,1375,Leo Stark,False
3693_01,Mars,False,E/191/S,TRAPPIST-1e,32.5,False,157,810,1260,698,1266,Aria Lin,False
3693_02,Earth,True,D/156/P,TRAPPIST-1e,31.5,False,0,0,0,0,0,Jordan Benson,False
3694_01,Earth,False,F/155/P,TRAPPIST-1e,42.7,False,219,1055,934,508,1256,Priya Kaur,False
3694_02,Mars,False,E/18/P,55 Cancri e,35.3,False,952,214,1265,244,19,Lara Xel'Naga,False
3695_01,Earth,False,B/81/P,TRAPPIST-1e,36.1,False,980,71,177,298,265,Jordan Benson,True
3695_02,Mars,True,F/84/P,PSO J318.5-22,47.8,False,0,0,0,0,0,Nova Stark,True
3696_01,Europa,False,C/75/P,55 Cancri e,32.1,False,52,811,1423,1437,488,Priya Kaur,True
3696_02,Mars,True,F/26/P,TRAPPIST-1e,26.3,False,0,0,0,0,0,Lara Xel'Naga,True
3697_01,Earth,True,A/145/P,55 Cancri e,18.0,False,0,0,0,0,0,Aria Lin,True
3697_02,Earth,False,E/102/S,55 Cancri e,33.9,False,920,637,665,5,421,Aria Lin,False
3698_01,Earth,True,A/126/P,55 Cancri e,30.7,False,0,0,0,0,0,Mila Benson,True
3698_02,Earth,False,D/90/P,TRAPPIST-1e,33.1,False,333,1471,337,847,1111,Aria Lin,False
3699_01,Earth,False,C/189/P,PSO J318.5-22,32.0,False,1293,656,1400,780,328,Leo Stark,False
3699_02,Europa,False,A/143/S,TRAPPIST-1e,41.8,False,517,861,420,1336,308,Lara Xel'Naga,True
3700_01,Europa,False,E/192/S,TRAPPIST-1e,20.3,False,961,1212,720,1065,589,Priya Kaur,False
3700_02,Mars,True,C/104/S,PSO J318.5-22,18.4,False,0,0,0,0,0,Aria Lin,False
3701_01,Europa,False,F/65/P,TRAPPIST-1e,38.5,True,1397,285,170,262,941,Ilya Komarov,False
3701_02,Earth,False,F/156/S,TRAPPIST-1e,40.4,False,141,1171,1463,627,592,Nova Stark,False
3702_01,Europa,False,C/13/P,TRAPPIST-1e,29.5,False,304,184,282,1178,685,Remy Vivaldi,False
3702_02,Earth,False,G/48/S,TRAPPIST-1e,26.0,False,862,684,665,1037,889,Kai Vega,False
3703_01,Mars,False,C/161/P,TRAPPIST-1e,30.9,False,733,1496,818,906,1131,Ilya Komarov,False
3703_02,Mars,True,C/110/S,55 Cancri e,24.1,False,0,0,0,0,0,Hiro Tanaka,True
3704_01,Europa,False,B/145/P,55 Cancri e,1.3,False,581,159,431,1419,614,Jordan Benson,False
3704_02,Mars,True,D/47/S,PSO J318.5-22,39.0,False,0,0,0,0,0,Kai Vega,True
3705_01,Europa,False,G/10/S,TRAPPIST-1e,30.3,False,342,1384,108,848,300,Lara Xel'Naga,True
3705_02,Europa,True,D/71/P,TRAPPIST-1e,31.6,False,0,0,0,0,0,Kai Vega,True
3706_01,Europa,False,C/7/P,55 Cancri e,30.1,False,1094,268,1232,477,175,Hiro Tanaka,False
3706_02,Earth,True,G/84/S,55 Cancri e,24.2,False,0,0,0,0,0,Aria Lin,True
3707_01,Earth,False,E/58/S,PSO J318.5-22,10.5,False,491,98,328,1349,444,Ethan Zhao,True
3707_02,Europa,True,C/17/P,PSO J318.5-22,31.2,False,0,0,0,0,0,Kai Vega,False
3708_01,Mars,False,B/107/P,55 Cancri e,39.5,False,794,890,30,1154,437,Nova Stark,False
3708_02,Mars,False,D/2/S,TRAPPIST-1e,20.0,False,1349,1290,285,290,367,Ethan Zhao,True
3709_01,Mars,False,A/113/P,55 Cancri e,45.8,False,1494,1193,770,1369,77,Jordan Benson,False
3709_02,Earth,False,G/68/S,TRAPPIST-1e,22.4,False,850,1108,891,660,1224,Aria Lin,True
3710_01,Earth,False,E/102/P,PSO J318.5-22,30.2,False,811,301,292,293,108,Nova Stark,True
3710_02,Mars,False,E/125/S,TRAPPIST-1e,18.8,False,364,599,677,1290,92,Nova Stark,True
3711_01,Mars,False,F/123/P,55 Cancri e,30.9,False,1011,473,1084,1369,11,Priya Kaur,False
3711_02,Europa,False,A/27/S,TRAPPIST-1e,27.9,False,465,648,1218,1097,874,Ethan Zhao,False
3712_01,Earth,True,F/116/S,TRAPPIST-1e,23.5,False,0,0,0,0,0,Kai Vega,False
3712_02,Europa,False,D/11/S,PSO J318.5-22,36.0,False,1459,1062,653,1343,864,Ethan Zhao,False
3713_01,Earth,False,G/96/S,TRAPPIST-1e,37.8,False,513,1439,803,1393,342,Ethan Zhao,True
3713_02,Earth,False,F/94/S,TRAPPIST-1e,44.5,False,1348,1390,335,1319,23,Jordan Benson,False
3714_01,Earth,False,B/122/S,TRAPPIST-1e,30.8,False,632,864,172,1439,102,Aria Lin,False
3714_02,Mars,True,D/194/P,55 Cancri e,18.1,False,0,0,0,0,0,Nova Stark,True
3715_01,Europa,True,A/143/S,TRAPPIST-1e,36.9,False,0,0,0,0,0,Jordan Benson,True
3715_02,Europa,False,F/105/P,TRAPPIST-1e,35.3,False,575,195,988,1414,933,Leo Stark,False
3716_01,Mars,False,G/42/P,55 Cancri e,10.3,False,1266,1376,409,959,904,Ethan Zhao,False
3716_02,Earth,False,B/186/P,TRAPPIST-1e,38.1,False,726,1038,146,1048,332,Kai Vega,False
3717_01,Europa,True,G/74/S,55 Cancri e,34.7,False,0,0,0,0,0,Priya Kaur,False
3717_02,Europa,True,A/101/S,55 Cancri e,17.5,False,0,0,0,0,0,Kai Vega,True
3718_01,Mars,False,G/23/P,55 Cancri e,24.2,True,1090,249,141,266,214,Lara Xel'Naga,False
3718_02,Earth,True,A/53/P,PSO J318.5-22,26.3,False,0,0,0,0,0,Leo Stark,False
3719_01,Mars,False,E/184/S,TRAPPIST-1e,40.3,False,840,379,843,1167,301,Hiro Tanaka,False
3719_02,Europa,False,D/37/S,PSO J318.5-22,23.9,False,649,1440,808,1202,1301,Leo Stark,False
3720_01,Earth,False,E/196/S,PSO J318.5-22,23.5,False,1354,1293,998,1210,665,Mila Benson,False
3720_02,Earth,True,E/30/S,TRAPPIST-1e,19.8,False,0,0,0,0,0,Ilya Komarov,True
3721_01,Europa,False,B/124/P,55 Cancri e,19.7,False,558,777,110,987,812,Leo Stark,False
3721_02,Earth,False,C/35/P,TRAPPIST-1e,18.7,False,1326,929,885,908,1496,Jordan Benson,False
3722_01,Earth,False,D/175/P,TRAPPIST-1e,33.6,False,1345,963,42,460,1125,Kai Vega,False
3722_02,Earth,False,C/144/S,TRAPPIST-1e,37.2,False,704,1032,148,337,1002,Ilya Komarov,False
3723_01,Earth,False,G/52/P,TRAPPIST-1e,27.2,False,554,65,1411,620,1158,Remy Vivaldi,True
3723_02,Earth,False,B/70/S,TRAPPIST-1e,12.5,False,1109,83,226,1283,891,Ilya Komarov,True
3724_01,Europa,True,G/164/P,55 Cancri e,26.1,False,0,0,0,0,0,Kai Vega,True
3724_02,Earth,False,F/105/S,55 Cancri e,19.0,False,754,1466,940,269,405,Priya Kaur,True
3725_01,Earth,False,D/173/P,PSO J318.5-22,22.6,False,390,1439,908,141,645,Priya Kaur,False
3725_02,Earth,False,C/179/S,TRAPPIST-1e,23.9,False,808,947,1364,244,765,Nova Stark,False
3726_01,Europa,False,A/18/P,TRAPPIST-1e,42.7,False,938,448,265,1262,249,Aria Lin,False
3726_02,Earth,True,F/152/S,TRAPPIST-1e,35.8,False,0,0,0,0,0,Nova Stark,True
3727_01,Earth,False,A/199/S,TRAPPIST-1e,10.2,False,1102,906,520,1473,883,Ethan Zhao,False
3727_02,Earth,False,E/75/S,TRAPPIST-1e,30.7,False,733,143,1143,943,564,Hiro Tanaka,False
3728_01,Earth,False,G/19/P,TRAPPIST-1e,36.5,True,632,888,1226,800,179,Remy Vivaldi,False
3728_02,Europa,False,F/116/P,TRAPPIST-1e,37.4,False,592,566,690,1133,1447,Aria Lin,False
3729_01,Earth,False,A/37/P,TRAPPIST-1e,35.0,True,1416,1060,516,849,907,Leo Stark,False
3729_02,Europa,False,B/21/P,TRAPPIST-1e,28.4,False,315,1195,1429,1285,26,Priya Kaur,False
3730_01,Earth,True,F/85/S,PSO J318.5-22,30.8,False,0,0,0,0,0,Lara Xel'Naga,True
3730_02,Europa,True,F/165/S,TRAPPIST-1e,32.8,False,0,0,0,0,0,Jordan Benson,True
3731_01,Earth,False,G/98/S,TRAPPIST-1e,19.9,False,190,574,856,1469,615,Lara Xel'Naga,False
3731_02,Europa,False,F/106/P,55 Cancri e,24.6,False,1416,1431,1017,672,682,Leo Stark,True
3732_01,Mars,False,B/184/P,TRAPPIST-1e,24.2,False,1126,225,352,1183,1427,Ethan Zhao,True
3732_02,Mars,False,E/171/S,TRAPPIST-1e,27.3,False,1347,144,1488,914,1155,Nova Stark,False
3733_01,Earth,False,D/6/P,TRAPPIST-1e,37.8,False,1217,1193,459,940,1034,Ethan Zhao,True
3733_02,Mars,False,D/64/P,TRAPPIST-1e,29.4,False,180,1255,28,531,1028,Priya Kaur,True
3734_01,Europa,False,E/60/P,PSO J318.5-22,53.9,False,97,261,18,11,536,Lara Xel'Naga,False
3734_02,Earth,True,G/54/S,55 Cancri e,38.4,False,0,0,0,0,0,Remy Vivaldi,False
3735_01,Europa,False,B/1/P,TRAPPIST-1e,11.9,False,23,1031,227,375,1146,Leo Stark,True
3735_02,Mars,False,G/8/P,55 Cancri e,31.9,False,1113,1479,223,735,256,Hiro Tanaka,False
3736_01,Europa,True,A/139/S,PSO J318.5-22,29.1,False,0,0,0,0,0,Remy Vivaldi,True
3736_02,Earth,False,G/31/P,TRAPPIST-1e,43.1,False,698,437,36,105,614,Remy Vivaldi,True
3737_01,Mars,False,E/139/P,55 Cancri e,31.1,False,1169,1040,1182,959,1305,Remy Vivaldi,False
3737_02,Earth,False,G/105/P,TRAPPIST-1e,8.1,False,277,124,1443,1343,674,Ilya Komarov,False
3738_01,Mars,False,F/135/S,TRAPPIST-1e,37.8,False,666,1347,912,394,772,Aria Lin,False
3738_02,Earth,False,G/119/S,TRAPPIST-1e,14.7,False,185,465,1080,457,1000,Ilya Komarov,False
3739_01,Europa,False,G/76/S,TRAPPIST-1e,32.0,False,1108,631,1037,839,911,Ilya Komarov,False
3739_02,Earth,True,B/38/S,TRAPPIST-1e,35.0,False,0,0,0,0,0,Ilya Komarov,True
3740_01,Earth,True,B/196/P,TRAPPIST-1e,12.8,False,0,0,0,0,0,Mila Benson,True
3740_02,Mars,True,E/27/S,PSO J318.5-22,45.0,False,0,0,0,0,0,Jordan Benson,True
3741_01,Earth,False,F/180/P,PSO J318.5-22,25.1,False,1092,55,878,1479,254,Ilya Komarov,False
3741_02,Earth,True,C/13/S,55 Cancri e,33.7,False,0,0,0,0,0,Leo Stark,True
3742_01,Earth,False,G/59/P,55 Cancri e,22.1,False,328,97,1184,1429,980,Nova Stark,True
3742_02,Europa,False,F/77/S,55 Cancri e,30.8,False,1002,782,576,326,242,Remy Vivaldi,True
3743_01,Europa,False,D/82/S,55 Cancri e,21.7,False,1465,1177,233,651,332,Leo Stark,False
3743_02,Earth,False,F/100/P,TRAPPIST-1e,25.2,False,494,1138,368,1356,1153,Priya Kaur,False
3744_01,Earth,False,F/63/S,PSO J318.5-22,40.7,False,906,1124,1219,801,207,Nova Stark,False
3744_02,Earth,False,F/199/S,PSO J318.5-22,39.6,False,606,472,1031,135,609,Hiro Tanaka,False
3745_01,Europa,True,E/120/S,TRAPPIST-1e,21.4,False,0,0,0,0,0,Ilya Komarov,True
3745_02,Earth,False,A/184/S,PSO J318.5-22,44.4,False,1461,1436,231,100,146,Jordan Benson,True
3746_01,Earth,False,F/140/P,55 Cancri e,26.9,False,335,445,733,443,117,Hiro Tanaka,False
3746_02,Earth,True,E/136/P,TRAPPIST-1e,25.1,False,0,0,0,0,0,Ethan Zhao,True
3747_01,Earth,False,A/21/P,55 Cancri e,14.4,False,87,475,294,719,1404,Aria Lin,True
